StoreID,ProductID,SnapshotDate,QuantityOnHand,ReorderLevel,OnOrderQty,LastModifiedDate,SourceSystem
403,44631.0,2025-01-12,232,10,1,2025-01-12,INVENTORY
151,25522.0,2025-01-20,154,14,33,2025-01-22,INVENTORY
699,16056.0,2025-01-31,163,6,1,2025-02-01,INVENTORY
715,15750.0,2025-01-04,157,14,73,2025-01-05,INVENTORY
506,24813.0,2025-01-10,79,37,106,2025-01-11,INVENTORY
628,20257.0,2025-01-03,168,44,110,2025-01-06,INVENTORY
325,41239.0,2025-01-02,237,6,103,2025-01-02,INVENTORY
267,6963.0,2025-01-14,128,15,47,2025-01-14,INVENTORY
174,8247.0,2025-01-20,102,32,97,2025-01-21,INVENTORY
50,37585.0,2025-01-16,192,31,21,2025-01-16,INVENTORY
587,5972.0,2025-01-27,156,11,32,2025-01-29,INVENTORY
683,9519.0,2025-01-29,249,9,33,2025-01-31,INVENTORY
393,6404.0,2025-01-16,67,42,60,2025-01-19,INVENTORY
674,40034.0,2025-01-12,43,43,82,2025-01-13,INVENTORY
116,49975.0,2025-01-20,166,35,112,2025-01-20,INVENTORY
758,44250.0,2025-01-08,96,16,53,2025-01-11,INVENTORY
178,42074.0,2025-01-20,137,18,58,2025-01-22,INVENTORY
19,43403.0,2025-01-05,151,22,117,2025-01-06,INVENTORY
685,22600.0,2025-01-02,247,24,106,2025-01-02,INVENTORY
694,17161.0,2025-01-27,161,8,10,2025-01-29,INVENTORY
422,47685.0,2025-01-31,7,26,22,2025-02-01,INVENTORY
315,48969.0,2025-01-09,154,29,111,2025-01-12,INVENTORY
386,10670.0,2025-01-31,111,24,54,2025-01-31,INVENTORY
585,43838.0,2025-01-01,94,14,12,2025-01-01,INVENTORY
2,41125.0,2025-01-20,42,10,3,2025-01-21,INVENTORY
639,38872.0,2025-01-21,64,13,72,2025-01-23,INVENTORY
298,15317.0,2025-01-15,168,14,100,2025-01-16,INVENTORY
424,35295.0,2025-01-13,110,31,92,2025-01-14,INVENTORY
770,12135.0,2025-01-24,226,20,106,2025-01-25,INVENTORY
337,44860.0,2025-01-10,10,41,16,2025-01-12,INVENTORY
193,13157.0,2025-01-28,71,6,68,2025-01-30,INVENTORY
182,22808.0,2025-01-31,74,32,0,2025-02-01,INVENTORY
234,47227.0,2025-01-10,223,25,22,2025-01-11,INVENTORY
774,2802.0,2025-01-09,140,26,1,2025-01-09,INVENTORY
385,49904.0,2025-01-29,202,37,117,2025-01-31,INVENTORY
644,12542.0,2025-01-29,52,29,1,2025-02-01,INVENTORY
58,92.0,2025-01-23,248,25,58,2025-01-25,INVENTORY
100,11841.0,2025-01-19,151,26,25,2025-01-21,INVENTORY
326,40609.0,2025-01-29,164,29,78,2025-01-31,INVENTORY
335,21966.0,2025-01-20,219,39,54,2025-01-22,INVENTORY
743,41945.0,2025-01-09,63,24,13,2025-01-12,INVENTORY
52,5882.0,2025-01-31,18,25,107,2025-02-02,INVENTORY
98,36044.0,2025-01-10,188,8,31,2025-01-13,INVENTORY
190,18980.0,2025-01-03,87,28,106,2025-01-04,INVENTORY
594,10006.0,2025-01-12,248,20,59,2025-01-15,INVENTORY
260,6993.0,2025-01-29,185,34,72,2025-01-30,INVENTORY
60,15199.0,2025-01-30,196,8,92,2025-02-02,INVENTORY
676,20639.0,2025-01-22,231,9,89,2025-01-23,INVENTORY
711,8368.0,2025-01-22,189,27,94,2025-01-24,INVENTORY
294,43898.0,2025-01-04,140,36,116,2025-01-05,INVENTORY
368,3321.0,2025-01-24,201,7,2,2025-01-25,INVENTORY
413,20194.0,2025-01-19,18,11,35,2025-01-20,INVENTORY
659,45626.0,2025-01-27,46,13,95,2025-01-28,INVENTORY
599,29521.0,2025-01-26,98,18,45,2025-01-26,INVENTORY
334,18982.0,2025-01-27,14,25,103,2025-01-30,INVENTORY
709,6635.0,2025-01-28,43,17,68,2025-01-28,INVENTORY
362,33549.0,2025-01-13,169,32,91,2025-01-15,INVENTORY
566,26851.0,2025-01-31,214,18,85,2025-01-31,INVENTORY
412,35974.0,2025-01-17,220,44,30,2025-01-18,INVENTORY
608,21638.0,2025-01-01,137,23,118,2025-01-02,INVENTORY
269,16426.0,2025-01-12,30,17,106,2025-01-12,INVENTORY
124,7474.0,2025-01-30,18,33,72,2025-02-01,INVENTORY
596,15251.0,2025-01-23,247,26,30,2025-01-23,INVENTORY
551,7663.0,2025-01-22,8,14,51,2025-01-24,INVENTORY
158,31729.0,2025-01-01,211,14,34,2025-01-01,INVENTORY
595,24597.0,2025-01-23,65,44,54,2025-01-25,INVENTORY
310,7882.0,2025-01-16,243,22,59,2025-01-19,INVENTORY
16,39008.0,2025-01-21,144,23,16,2025-01-23,INVENTORY
710,28681.0,2025-01-26,45,36,15,2025-01-28,INVENTORY
554,15851.0,2025-01-20,25,28,63,2025-01-22,INVENTORY
43,40128.0,2025-01-19,211,32,86,2025-01-21,INVENTORY
708,36721.0,2025-01-17,124,14,93,2025-01-18,INVENTORY
529,1135.0,2025-01-11,71,11,106,2025-01-13,INVENTORY
751,9388.0,2025-01-30,155,15,12,2025-02-02,INVENTORY
725,25761.0,2025-01-10,51,8,86,2025-01-11,INVENTORY
682,47591.0,2025-01-18,74,21,60,2025-01-18,INVENTORY
300,29463.0,2025-01-08,219,7,81,2025-01-09,INVENTORY
325,33711.0,2025-01-22,36,31,99,2025-01-22,INVENTORY
762,21360.0,2025-01-03,249,41,57,2025-01-05,INVENTORY
606,2482.0,2025-01-05,209,16,35,2025-01-06,INVENTORY
636,15407.0,2025-01-24,89,38,114,2025-01-26,INVENTORY
522,37891.0,2025-01-09,145,21,95,2025-01-12,INVENTORY
477,36927.0,2025-01-20,248,21,84,2025-01-21,INVENTORY
652,30165.0,2025-01-02,110,34,44,2025-01-05,INVENTORY
345,40126.0,2025-01-17,27,18,83,2025-01-20,INVENTORY
452,24465.0,2025-01-26,33,33,86,2025-01-27,INVENTORY
148,2811.0,2025-01-28,17,22,51,2025-01-29,INVENTORY
363,20609.0,2025-01-09,221,19,76,2025-01-10,INVENTORY
736,47024.0,2025-01-22,85,12,63,2025-01-22,INVENTORY
524,18580.0,2025-01-23,3,43,76,2025-01-25,INVENTORY
367,26235.0,2025-01-13,58,37,22,2025-01-13,INVENTORY
577,2955.0,2025-01-09,235,18,74,2025-01-11,INVENTORY
615,19914.0,2025-01-04,147,10,84,2025-01-07,INVENTORY
408,13380.0,2025-01-04,149,5,61,2025-01-04,INVENTORY
41,36917.0,2025-01-08,76,34,60,2025-01-08,INVENTORY
239,22024.0,2025-01-20,112,5,101,2025-01-22,INVENTORY
758,34929.0,2025-01-24,224,29,119,2025-01-27,INVENTORY
283,27756.0,2025-01-31,35,26,56,2025-01-31,INVENTORY
326,35002.0,2025-01-23,220,34,85,2025-01-25,INVENTORY
758,18751.0,2025-01-17,102,22,71,2025-01-20,INVENTORY
415,11302.0,2025-01-25,217,40,54,2025-01-27,INVENTORY
97,41451.0,2025-01-01,44,37,115,2025-01-02,INVENTORY
122,49581.0,2025-01-20,19,43,3,2025-01-20,INVENTORY
23,9013.0,2025-01-19,63,44,5,2025-01-19,INVENTORY
459,24432.0,2025-01-24,150,16,29,2025-01-27,INVENTORY
464,23883.0,2025-01-07,229,30,32,2025-01-09,INVENTORY
136,20572.0,2025-01-08,234,25,27,2025-01-09,INVENTORY
569,13350.0,2025-01-06,121,37,5,2025-01-09,INVENTORY
705,21935.0,2025-01-02,101,19,57,2025-01-02,INVENTORY
710,14507.0,2025-01-29,125,35,52,2025-02-01,INVENTORY
400,30365.0,2025-01-27,37,35,50,2025-01-27,INVENTORY
564,1557.0,2025-01-02,35,39,43,2025-01-03,INVENTORY
300,26335.0,2025-01-11,130,40,60,2025-01-14,INVENTORY
765,20188.0,2025-01-08,37,25,49,2025-01-08,INVENTORY
153,26220.0,2025-01-16,187,14,85,2025-01-18,INVENTORY
376,12345.0,2025-01-23,91,31,34,2025-01-26,INVENTORY
663,4608.0,2025-01-07,146,32,47,2025-01-07,INVENTORY
771,4231.0,2025-01-20,158,33,61,2025-01-21,INVENTORY
269,40574.0,2025-01-21,102,44,31,2025-01-23,INVENTORY
76,4174.0,2025-01-30,29,35,101,2025-02-01,INVENTORY
541,16167.0,2025-01-24,230,14,20,2025-01-27,INVENTORY
116,23019.0,2025-01-16,236,19,22,2025-01-19,INVENTORY
269,9664.0,2025-01-25,53,41,118,2025-01-26,INVENTORY
229,12805.0,2025-01-26,188,27,113,2025-01-28,INVENTORY
539,44158.0,2025-01-30,151,15,62,2025-01-30,INVENTORY
116,39963.0,2025-01-24,54,15,8,2025-01-25,INVENTORY
484,42009.0,2025-01-04,187,44,76,2025-01-06,INVENTORY
658,48051.0,2025-01-20,34,43,104,2025-01-20,INVENTORY
310,21830.0,2025-01-20,216,40,23,2025-01-22,INVENTORY
348,38513.0,2025-01-20,198,5,8,2025-01-21,INVENTORY
678,3346.0,2025-01-12,202,24,25,2025-01-14,INVENTORY
139,1295.0,2025-01-23,197,29,11,2025-01-26,INVENTORY
439,24381.0,2025-01-11,12,28,74,2025-01-14,INVENTORY
62,42335.0,2025-01-02,214,27,29,2025-01-02,INVENTORY
518,36442.0,2025-01-04,238,16,72,2025-01-04,INVENTORY
745,39827.0,2025-01-23,173,6,108,2025-01-24,INVENTORY
721,40718.0,2025-01-19,233,6,12,2025-01-22,INVENTORY
443,39024.0,2025-01-21,136,22,108,2025-01-21,INVENTORY
770,23201.0,2025-01-09,141,22,39,2025-01-10,INVENTORY
742,23047.0,2025-01-06,69,39,112,2025-01-09,INVENTORY
693,36508.0,2025-01-17,190,16,72,2025-01-17,INVENTORY
614,36589.0,2025-01-22,89,22,89,2025-01-25,INVENTORY
6,14135.0,2025-01-13,216,36,116,2025-01-15,INVENTORY
299,36342.0,2025-01-30,81,35,100,2025-01-30,INVENTORY
457,20164.0,2025-01-28,244,23,24,2025-01-29,INVENTORY
771,43607.0,2025-01-08,86,22,1,2025-01-10,INVENTORY
434,1054.0,2025-01-25,196,33,108,2025-01-28,INVENTORY
275,13085.0,2025-01-08,246,9,6,2025-01-11,INVENTORY
473,33923.0,2025-01-02,210,19,78,2025-01-02,INVENTORY
723,14414.0,2025-01-22,61,8,94,2025-01-22,INVENTORY
364,6053.0,2025-01-29,15,30,87,2025-01-30,INVENTORY
612,22365.0,2025-01-09,68,44,52,2025-01-09,INVENTORY
354,46664.0,2025-01-09,8,43,62,2025-01-10,INVENTORY
270,30693.0,2025-01-31,102,34,83,2025-02-02,INVENTORY
442,10775.0,2025-01-21,189,24,16,2025-01-22,INVENTORY
48,43859.0,2025-01-22,4,32,82,2025-01-25,INVENTORY
262,22981.0,2025-01-03,236,7,60,2025-01-06,INVENTORY
231,30246.0,2025-01-10,222,25,52,2025-01-12,INVENTORY
683,15004.0,2025-01-20,201,14,20,2025-01-20,INVENTORY
336,42303.0,2025-01-19,233,11,48,2025-01-21,INVENTORY
532,19431.0,2025-01-09,12,44,50,2025-01-12,INVENTORY
246,5905.0,2025-01-18,182,13,38,2025-01-20,INVENTORY
213,23585.0,2025-01-15,24,29,52,2025-01-18,INVENTORY
194,850.0,2025-01-17,110,38,52,2025-01-18,INVENTORY
255,45347.0,2025-01-17,120,23,108,2025-01-20,INVENTORY
466,24610.0,2025-01-12,56,19,38,2025-01-13,INVENTORY
557,3866.0,2025-01-26,238,22,21,2025-01-28,INVENTORY
728,22759.0,2025-01-18,168,21,74,2025-01-19,INVENTORY
89,41532.0,2025-01-19,151,28,68,2025-01-22,INVENTORY
530,46278.0,2025-01-03,204,29,11,2025-01-04,INVENTORY
45,49229.0,2025-01-26,69,20,64,2025-01-29,INVENTORY
560,18841.0,2025-01-11,34,13,67,2025-01-12,INVENTORY
3,33622.0,2025-01-29,48,26,46,2025-01-30,INVENTORY
346,42069.0,2025-01-19,10,30,19,2025-01-19,INVENTORY
275,48591.0,2025-01-21,103,28,79,2025-01-24,INVENTORY
4,13695.0,2025-01-08,113,20,39,2025-01-08,INVENTORY
499,36685.0,2025-01-24,86,12,97,2025-01-27,INVENTORY
23,9780.0,2025-01-04,75,11,8,2025-01-04,INVENTORY
600,32406.0,2025-01-23,222,44,35,2025-01-24,INVENTORY
349,32224.0,2025-01-30,100,12,118,2025-02-02,INVENTORY
100,13406.0,2025-01-08,122,35,62,2025-01-11,INVENTORY
349,27206.0,2025-01-10,55,20,32,2025-01-12,INVENTORY
83,31970.0,2025-01-31,182,18,111,2025-02-01,INVENTORY
415,32813.0,2025-01-01,185,20,22,2025-01-02,INVENTORY
84,3254.0,2025-01-20,158,5,70,2025-01-20,INVENTORY
95,8479.0,2025-01-17,73,17,116,2025-01-18,INVENTORY
609,15992.0,2025-01-28,112,28,15,2025-01-28,INVENTORY
67,28493.0,2025-01-21,102,11,97,2025-01-24,INVENTORY
492,37743.0,2025-01-01,58,34,22,2025-01-02,INVENTORY
293,18215.0,2025-01-12,63,7,110,2025-01-14,INVENTORY
212,2744.0,2025-01-18,185,10,38,2025-01-19,INVENTORY
43,7908.0,2025-01-01,230,39,89,2025-01-03,INVENTORY
130,19499.0,2025-01-05,171,39,68,2025-01-07,INVENTORY
35,8881.0,2025-01-01,52,20,79,2025-01-01,INVENTORY
772,45093.0,2025-01-07,153,13,22,2025-01-10,INVENTORY
354,41382.0,2025-01-08,43,31,25,2025-01-09,INVENTORY
206,28019.0,2025-01-15,216,30,64,2025-01-16,INVENTORY
404,32191.0,2025-01-11,197,13,14,2025-01-13,INVENTORY
476,6735.0,2025-01-30,49,38,40,2025-01-30,INVENTORY
573,24387.0,2025-01-10,73,11,96,2025-01-13,INVENTORY
87,17515.0,2025-01-17,127,13,97,2025-01-18,INVENTORY
597,32550.0,2025-01-29,87,13,54,2025-02-01,INVENTORY
463,7734.0,2025-01-09,224,32,38,2025-01-09,INVENTORY
160,34942.0,2025-01-19,229,11,3,2025-01-21,INVENTORY
529,42608.0,2025-01-31,174,5,16,2025-02-03,INVENTORY
689,14935.0,2025-01-05,235,30,87,2025-01-07,INVENTORY
475,9552.0,2025-01-23,198,17,61,2025-01-23,INVENTORY
343,2439.0,2025-01-08,198,25,7,2025-01-10,INVENTORY
584,8378.0,2025-01-30,118,27,88,2025-01-31,INVENTORY
494,9769.0,2025-01-30,240,29,41,2025-02-02,INVENTORY
764,23542.0,2025-01-08,50,29,64,2025-01-08,INVENTORY
241,16864.0,2025-01-04,73,25,66,2025-01-04,INVENTORY
298,43735.0,2025-01-18,3,21,28,2025-01-18,INVENTORY
294,6116.0,2025-01-26,29,37,94,2025-01-26,INVENTORY
696,9590.0,2025-01-29,74,34,37,2025-01-29,INVENTORY
164,12939.0,2025-01-21,136,42,23,2025-01-23,INVENTORY
691,3599.0,2025-01-06,108,33,3,2025-01-08,INVENTORY
487,3432.0,2025-01-14,202,21,14,2025-01-15,INVENTORY
259,6576.0,2025-01-25,133,10,51,2025-01-27,INVENTORY
658,15079.0,2025-01-14,120,30,21,2025-01-14,INVENTORY
447,400.0,2025-01-21,199,29,1,2025-01-23,INVENTORY
619,37712.0,2025-01-17,111,23,101,2025-01-20,INVENTORY
134,24534.0,2025-01-27,139,38,5,2025-01-28,INVENTORY
466,33999.0,2025-01-20,54,10,21,2025-01-21,INVENTORY
274,15941.0,2025-01-24,230,6,95,2025-01-26,INVENTORY
639,16205.0,2025-01-17,186,17,32,2025-01-18,INVENTORY
504,37363.0,2025-01-31,101,18,56,2025-02-01,INVENTORY
481,17984.0,2025-01-18,162,33,73,2025-01-19,INVENTORY
431,10850.0,2025-01-30,48,40,20,2025-01-31,INVENTORY
261,24492.0,2025-01-10,111,44,49,2025-01-12,INVENTORY
601,4339.0,2025-01-21,121,14,112,2025-01-23,INVENTORY
392,38586.0,2025-01-12,204,43,112,2025-01-12,INVENTORY
390,41719.0,2025-01-25,238,12,16,2025-01-27,INVENTORY
675,30960.0,2025-01-25,98,37,116,2025-01-26,INVENTORY
581,30422.0,2025-01-15,189,6,16,2025-01-17,INVENTORY
213,16833.0,2025-01-19,133,33,37,2025-01-21,INVENTORY
290,49171.0,2025-01-22,47,42,86,2025-01-25,INVENTORY
721,17891.0,2025-01-24,140,11,90,2025-01-27,INVENTORY
644,10788.0,2025-01-09,85,7,81,2025-01-11,INVENTORY
164,20786.0,2025-01-28,214,24,4,2025-01-31,INVENTORY
311,10792.0,2025-01-25,189,21,113,2025-01-28,INVENTORY
686,45294.0,2025-01-12,71,42,54,2025-01-13,INVENTORY
168,48564.0,2025-01-04,7,31,84,2025-01-07,INVENTORY
178,35892.0,2025-01-17,243,30,63,2025-01-19,INVENTORY
15,15416.0,2025-01-03,188,11,91,2025-01-03,INVENTORY
658,13939.0,2025-01-01,15,28,103,2025-01-04,INVENTORY
518,6446.0,2025-01-16,212,29,58,2025-01-18,INVENTORY
314,28035.0,2025-01-01,46,42,54,2025-01-03,INVENTORY
8,35783.0,2025-01-24,24,15,70,2025-01-27,INVENTORY
195,10064.0,2025-01-20,46,27,23,2025-01-21,INVENTORY
90,20126.0,2025-01-05,96,40,74,2025-01-07,INVENTORY
635,49727.0,2025-01-16,83,6,39,2025-01-16,INVENTORY
164,19333.0,2025-01-05,6,31,39,2025-01-06,INVENTORY
268,4403.0,2025-01-05,242,33,39,2025-01-05,INVENTORY
357,47973.0,2025-01-19,212,26,11,2025-01-20,INVENTORY
385,33717.0,2025-01-02,24,29,51,2025-01-04,INVENTORY
445,10108.0,2025-01-01,97,29,101,2025-01-04,INVENTORY
309,35426.0,2025-01-12,237,27,99,2025-01-14,INVENTORY
676,17116.0,2025-01-07,55,27,25,2025-01-07,INVENTORY
88,21309.0,2025-01-17,163,16,72,2025-01-19,INVENTORY
53,4248.0,2025-01-08,43,39,71,2025-01-08,INVENTORY
403,6965.0,2025-01-31,28,34,3,2025-02-03,INVENTORY
489,28422.0,2025-01-18,69,32,77,2025-01-21,INVENTORY
121,18723.0,2025-01-09,145,31,11,2025-01-11,INVENTORY
611,40803.0,2025-01-18,102,37,119,2025-01-19,INVENTORY
5,25635.0,2025-01-19,225,33,117,2025-01-22,INVENTORY
314,29300.0,2025-01-01,140,25,98,2025-01-02,INVENTORY
326,26682.0,2025-01-02,148,23,76,2025-01-05,INVENTORY
419,2746.0,2025-01-25,243,33,15,2025-01-26,INVENTORY
126,40032.0,2025-01-17,162,36,85,2025-01-19,INVENTORY
212,44875.0,2025-01-30,98,26,19,2025-02-02,INVENTORY
278,15759.0,2025-01-11,245,28,99,2025-01-11,INVENTORY
289,28497.0,2025-01-09,29,14,97,2025-01-09,INVENTORY
452,46161.0,2025-01-15,128,16,58,2025-01-17,INVENTORY
49,29444.0,2025-01-02,236,5,27,2025-01-02,INVENTORY
117,17286.0,2025-01-07,159,34,34,2025-01-08,INVENTORY
83,38545.0,2025-01-29,92,18,65,2025-01-30,INVENTORY
119,6321.0,2025-01-13,196,20,29,2025-01-15,INVENTORY
360,14228.0,2025-01-21,247,36,54,2025-01-24,INVENTORY
379,38797.0,2025-01-26,223,24,112,2025-01-29,INVENTORY
457,44622.0,2025-01-19,145,10,107,2025-01-21,INVENTORY
355,24696.0,2025-01-14,193,20,36,2025-01-16,INVENTORY
119,2496.0,2025-01-06,212,38,78,2025-01-09,INVENTORY
668,47313.0,2025-01-15,225,25,34,2025-01-16,INVENTORY
282,10575.0,2025-01-24,127,11,81,2025-01-25,INVENTORY
249,3201.0,2025-01-24,2,9,33,2025-01-27,INVENTORY
359,25162.0,2025-01-27,51,20,81,2025-01-28,INVENTORY
566,32121.0,2025-01-21,184,25,100,2025-01-21,INVENTORY
344,33629.0,2025-01-02,25,44,102,2025-01-02,INVENTORY
710,45162.0,2025-01-15,53,27,78,2025-01-16,INVENTORY
415,19404.0,2025-01-13,205,25,108,2025-01-13,INVENTORY
716,3863.0,2025-01-19,39,38,51,2025-01-19,INVENTORY
123,22200.0,2025-01-21,9,8,27,2025-01-21,INVENTORY
398,7851.0,2025-01-16,99,13,5,2025-01-17,INVENTORY
373,29409.0,2025-01-26,228,12,18,2025-01-28,INVENTORY
205,5164.0,2025-01-11,164,33,59,2025-01-13,INVENTORY
358,10111.0,2025-01-26,99,24,30,2025-01-26,INVENTORY
733,2562.0,2025-01-25,118,5,76,2025-01-26,INVENTORY
459,42497.0,2025-01-24,77,24,61,2025-01-26,INVENTORY
180,29172.0,2025-01-03,160,44,95,2025-01-04,INVENTORY
389,21141.0,2025-01-20,45,18,76,2025-01-20,INVENTORY
705,26269.0,2025-01-13,189,25,75,2025-01-14,INVENTORY
680,24251.0,2025-01-24,38,25,4,2025-01-27,INVENTORY
304,13573.0,2025-01-13,27,44,107,2025-01-15,INVENTORY
369,33981.0,2025-01-20,82,20,4,2025-01-22,INVENTORY
773,6809.0,2025-01-01,178,44,24,2025-01-04,INVENTORY
516,34564.0,2025-01-21,111,43,36,2025-01-22,INVENTORY
203,14481.0,2025-01-11,229,21,89,2025-01-13,INVENTORY
225,27073.0,2025-01-09,171,19,65,2025-01-12,INVENTORY
147,34305.0,2025-01-03,233,32,14,2025-01-06,INVENTORY
109,30465.0,2025-01-26,107,32,23,2025-01-29,INVENTORY
271,15193.0,2025-01-18,62,31,112,2025-01-21,INVENTORY
369,18634.0,2025-01-06,167,19,2,2025-01-07,INVENTORY
617,19576.0,2025-01-31,132,43,55,2025-02-02,INVENTORY
322,35518.0,2025-01-22,214,40,117,2025-01-25,INVENTORY
161,34142.0,2025-01-21,36,20,104,2025-01-22,INVENTORY
416,1393.0,2025-01-22,182,43,33,2025-01-25,INVENTORY
237,41458.0,2025-01-29,70,6,15,2025-01-29,INVENTORY
227,28725.0,2025-01-05,132,28,24,2025-01-08,INVENTORY
423,26822.0,2025-01-08,19,25,19,2025-01-10,INVENTORY
283,15440.0,2025-01-22,29,30,75,2025-01-25,INVENTORY
647,38824.0,2025-01-19,37,44,36,2025-01-22,INVENTORY
800,9439.0,2025-01-04,200,29,18,2025-01-04,INVENTORY
634,40588.0,2025-01-02,146,26,66,2025-01-05,INVENTORY
484,24401.0,2025-01-03,32,21,59,2025-01-03,INVENTORY
226,42479.0,2025-01-18,29,19,54,2025-01-18,INVENTORY
518,13580.0,2025-01-13,39,38,56,2025-01-15,INVENTORY
97,259.0,2025-01-24,230,27,4,2025-01-25,INVENTORY
298,16278.0,2025-01-03,102,38,6,2025-01-05,INVENTORY
641,18265.0,2025-01-18,147,12,81,2025-01-19,INVENTORY
320,25615.0,2025-01-27,150,39,50,2025-01-28,INVENTORY
638,47678.0,2025-01-20,101,44,42,2025-01-23,INVENTORY
352,40814.0,2025-01-15,74,8,79,2025-01-18,INVENTORY
17,31428.0,2025-01-08,19,18,116,2025-01-08,INVENTORY
64,17740.0,2025-01-24,133,8,100,2025-01-26,INVENTORY
428,19587.0,2025-01-13,206,12,19,2025-01-16,INVENTORY
178,27263.0,2025-01-29,84,15,103,2025-01-29,INVENTORY
411,35263.0,2025-01-11,155,32,57,2025-01-12,INVENTORY
595,14283.0,2025-01-29,161,25,13,2025-01-29,INVENTORY
252,27453.0,2025-01-06,74,8,3,2025-01-09,INVENTORY
540,5598.0,2025-01-12,181,17,10,2025-01-14,INVENTORY
726,25656.0,2025-01-23,191,7,74,2025-01-23,INVENTORY
447,39931.0,2025-01-01,23,37,5,2025-01-04,INVENTORY
57,8419.0,2025-01-17,53,42,109,2025-01-20,INVENTORY
290,23216.0,2025-01-02,31,25,50,2025-01-04,INVENTORY
648,47790.0,2025-01-18,198,20,31,2025-01-18,INVENTORY
721,48336.0,2025-01-08,213,9,34,2025-01-09,INVENTORY
324,3208.0,2025-01-24,190,41,14,2025-01-25,INVENTORY
400,25093.0,2025-01-08,241,6,40,2025-01-08,INVENTORY
269,14975.0,2025-01-06,191,32,66,2025-01-08,INVENTORY
689,12396.0,2025-01-17,137,27,92,2025-01-18,INVENTORY
713,41358.0,2025-01-21,2,24,99,2025-01-22,INVENTORY
159,18156.0,2025-01-20,114,13,93,2025-01-21,INVENTORY
798,48087.0,2025-01-11,51,7,4,2025-01-12,INVENTORY
637,33803.0,2025-01-30,101,32,19,2025-01-31,INVENTORY
178,13369.0,2025-01-29,191,41,76,2025-01-30,INVENTORY
647,2331.0,2025-01-30,0,19,5,2025-01-30,INVENTORY
266,10128.0,2025-01-25,136,33,11,2025-01-28,INVENTORY
606,41385.0,2025-01-26,88,15,105,2025-01-28,INVENTORY
241,9271.0,2025-01-01,24,33,44,2025-01-02,INVENTORY
455,28124.0,2025-01-16,230,31,57,2025-01-17,INVENTORY
764,37994.0,2025-01-11,213,38,9,2025-01-12,INVENTORY
377,29918.0,2025-01-11,89,29,28,2025-01-12,INVENTORY
175,41331.0,2025-01-07,178,8,115,2025-01-09,INVENTORY
781,16230.0,2025-01-14,5,26,112,2025-01-16,INVENTORY
365,29891.0,2025-01-08,168,41,42,2025-01-10,INVENTORY
731,42656.0,2025-01-28,63,24,74,2025-01-31,INVENTORY
663,44003.0,2025-01-06,120,25,36,2025-01-09,INVENTORY
473,18030.0,2025-01-02,249,28,115,2025-01-03,INVENTORY
598,14522.0,2025-01-08,179,17,51,2025-01-08,INVENTORY
386,25339.0,2025-01-20,183,36,4,2025-01-22,INVENTORY
239,9377.0,2025-01-24,17,7,46,2025-01-25,INVENTORY
39,27066.0,2025-01-22,155,39,94,2025-01-23,INVENTORY
763,14925.0,2025-01-25,149,9,3,2025-01-28,INVENTORY
58,27755.0,2025-01-12,22,7,51,2025-01-12,INVENTORY
562,21652.0,2025-01-20,25,44,91,2025-01-22,INVENTORY
321,7230.0,2025-01-04,26,33,75,2025-01-05,INVENTORY
292,46672.0,2025-01-10,204,6,90,2025-01-13,INVENTORY
16,5240.0,2025-01-08,232,32,99,2025-01-10,INVENTORY
175,12728.0,2025-01-11,5,38,36,2025-01-14,INVENTORY
702,46245.0,2025-01-24,205,21,3,2025-01-26,INVENTORY
696,47614.0,2025-01-18,82,30,116,2025-01-19,INVENTORY
564,25897.0,2025-01-19,163,36,52,2025-01-21,INVENTORY
6,21731.0,2025-01-01,105,37,46,2025-01-02,INVENTORY
769,25969.0,2025-01-13,107,9,83,2025-01-16,INVENTORY
206,18021.0,2025-01-24,83,31,6,2025-01-25,INVENTORY
799,41338.0,2025-01-15,30,42,5,2025-01-18,INVENTORY
356,26386.0,2025-01-29,108,38,1,2025-01-30,INVENTORY
279,39873.0,2025-01-03,0,5,6,2025-01-06,INVENTORY
198,49063.0,2025-01-24,58,41,73,2025-01-27,INVENTORY
382,11562.0,2025-01-31,121,22,4,2025-02-01,INVENTORY
759,30602.0,2025-01-17,86,7,89,2025-01-19,INVENTORY
62,39041.0,2025-01-28,219,15,62,2025-01-31,INVENTORY
109,1527.0,2025-01-31,120,8,61,2025-02-03,INVENTORY
359,28250.0,2025-01-16,30,16,30,2025-01-19,INVENTORY
752,40598.0,2025-01-16,240,39,101,2025-01-17,INVENTORY
582,6093.0,2025-01-23,65,40,44,2025-01-26,INVENTORY
274,42084.0,2025-01-15,249,10,3,2025-01-16,INVENTORY
789,6770.0,2025-01-04,116,41,41,2025-01-07,INVENTORY
593,35709.0,2025-01-12,198,19,76,2025-01-15,INVENTORY
676,9390.0,2025-01-17,215,6,79,2025-01-18,INVENTORY
636,30645.0,2025-01-24,90,43,65,2025-01-24,INVENTORY
170,36569.0,2025-01-04,13,21,45,2025-01-06,INVENTORY
562,29558.0,2025-01-16,142,25,34,2025-01-18,INVENTORY
500,46323.0,2025-01-15,100,5,72,2025-01-15,INVENTORY
280,11146.0,2025-01-21,207,10,110,2025-01-24,INVENTORY
523,31967.0,2025-01-31,171,14,50,2025-02-02,INVENTORY
61,15682.0,2025-01-16,171,36,48,2025-01-19,INVENTORY
642,1746.0,2025-01-14,201,9,83,2025-01-15,INVENTORY
540,5987.0,2025-01-04,75,14,49,2025-01-07,INVENTORY
